Brand,Description,Size,PurchasePrice,VendorNumber,VendorName
35113,Substance Chardonnay,750mL,12.92,10754,PERFECTA WINES
35114,Cense Cabernet Sauvignon,750mL,10.32,10754,PERFECTA WINES
35123,Terrabianca Campaccia,750mL,21.76,4425,MARTIGNETTI COMPANIES
35130,C Back Goats Do Roam Rouge,750mL,5.51,1587,VINEYARD BRANDS INC
35136,Straightaway Apicco Spritz,1000mL,15.17,90047,CRUSH WINES
35137,Straightaway Negroni Spritz,1000mL,14.86,90047,CRUSH WINES
35141,Chandon Sweet Star Aluminum,187mL,3.44,8112,MOET HENNESSY USA INC
35142,Moet Ice Rose,750mL,36.42,8112,MOET HENNESSY USA INC
35146,Lunar Apoge Syrah,750mL,12.41,90047,CRUSH WINES
35147,Pym- Rae Cabernet Sauvignon,750mL,270.26,10754,PERFECTA WINES
35148,Chandon Rose Aluminum,187mL,3.42,8112,MOET HENNESSY USA INC
35150,Sunday Funday Sparkling Rose,750mL,8.78,7153,PINE STATE TRADING CO
35152,Elemental Substance CS ON PR,750mL,9.3,10754,PERFECTA WINES
35164,Cantine Vento di Mare Pnt Gr,750mL,5.95,10754,PERFECTA WINES
35165,Patamar Reserva Red Blend,750mL,6.57,10754,PERFECTA WINES
35166,Charles Krug Cab Svgn Vnt Sl,750mL,82.18,2000,SOUTHERN GLAZERS W&S OF NE
35167,Cantine Vento di Mare Pnt Nr,750mL,6.16,10754,PERFECTA WINES
35168,Charles Krug Generations Red,750mL,43.44,2000,SOUTHERN GLAZERS W&S OF NE
35173,Silver Spur Sauvignon Blanc,750mL,11.18,1392,CONSTELLATION BRANDS INC
35174,Ch Fargueirol CDP 2015,750mL,18.7,9165,ULTRA BEVERAGE COMPANY LLP
35176,Lobstah Rose,750mL,8.55,90011,FORTUNE WINE BROKERS LLC
35179,Silver Spur Caberent Svgn,750mL,17.23,7153,PINE STATE TRADING CO
35184,Massaya Le Colombier Red,750mL,13.6,4425,MARTIGNETTI COMPANIES
35185,Olivier Chanzy Meursault 1er,750mL,89.03,4425,MARTIGNETTI COMPANIES
35190,Massaya Blanc,750mL,13.24,4425,MARTIGNETTI COMPANIES
35193,Rose All Day Sprklng250ml4pk,1000mL,10.32,653,STATE WINE & SPIRITS
35196,Fazi Battaglia Verdicchio,750mL,4.69,6785,PALM BAY INTERNATIONAL INC
35198,Josh Reserve Brbrn Brl Cab,750mL,15.43,4425,MARTIGNETTI COMPANIES
35199,Massaya Rose,750mL,13.42,4425,MARTIGNETTI COMPANIES
35202,House Wine Casarita Wine Coc,375mL,3.56,10754,PERFECTA WINES
35203,Michel Lulu Muscadet,750mL,8.6,653,STATE WINE & SPIRITS
35206,House Wine Paloma Wine Cockt,375mL,3.66,10754,PERFECTA WINES
35208,Domaine L'Ecette Bourgogne R,750mL,13.51,90024,VINILANDIA USA
35219,Chateau Promis,750mL,8.27,653,STATE WINE & SPIRITS
35220,Zardetto Prosecco Brut DOCG,187mL,2.95,9552,M S WALKER INC
35224,Dmne Bousquet Virgen Malbec,750mL,9.99,10754,PERFECTA WINES
35225,Marauder Southern Cross PN15,750mL,12.01,9552,M S WALKER INC
35226,Golan Heights Mt Hermon Msct,750mL,10.34,10754,PERFECTA WINES
35234,Golan Heights Gilgal Cab Svg,750mL,12.49,10754,PERFECTA WINES
35237,Golan Heights Gilgal Pnt Nr,750mL,13.1,10754,PERFECTA WINES
35238,Zinfandelic Zinfandel Lodi,750mL,10.32,10754,PERFECTA WINES
35239,3015 Monastrell Jumilla,750mL,10.96,653,STATE WINE & SPIRITS
35240,Dmne Bousquet Virgen Cab Svg,750mL,9.67,10754,PERFECTA WINES
35243,Golan Heights Mt Hermon Indi,750mL,10.06,10754,PERFECTA WINES
35244,Alban Roblin Sancere,750mL,17.87,653,STATE WINE & SPIRITS
35249,Les Allies Sancere,750mL,19.3,653,STATE WINE & SPIRITS
35266,Vieux Telegraphe Pigeoulet,750mL,13.51,4425,MARTIGNETTI COMPANIES
35274,Red Electric Pinot Noir PULS,750mL,33.78,10754,PERFECTA WINES
35275,Red Electric Pinot Noir TGV,750mL,47.29,10754,PERFECTA WINES
35276,Golden West Pinot Noir,750mL,13.15,10754,PERFECTA WINES
35280,Golden West Rose,750mL,12.98,10754,PERFECTA WINES
35281,Angels Ink Pnt Nr Cntrl Cst,750mL,13.79,2000,SOUTHERN GLAZERS W&S OF NE
35287,Unsung Hero Malbec,750mL,9.52,10754,PERFECTA WINES
35288,Bedrock Wine Hermitage Red W,750mL,30.26,10754,PERFECTA WINES
35292,Bedrock Wine Syrah,750mL,17.56,10754,PERFECTA WINES
35293,Turley Wine Clrs Zin Kirsche,750mL,34.48,10754,PERFECTA WINES
35294,Mionetto Prosecco Brut,187mL,3.44,9552,M S WALKER INC
35296,Bedrock Wine Old Vine Zinfan,750mL,17.92,10754,PERFECTA WINES
35298,Bedrock Wine Ode to Lulu Ros,750mL,12.92,8673,STE MICHELLE WINE ESTATES
35300,Turley Wine Clrs Zin Pesenti,750mL,37.58,10754,PERFECTA WINES
35303,Turley Est Vyd Zinfandel,750mL,38.09,10754,PERFECTA WINES
35305,Bedrock Wine Evangelho Hermi,750mL,24.32,10754,PERFECTA WINES
35309,Angels Ink Pnt Nr MontryONPR,750mL,9.93,2000,SOUTHERN GLAZERS W&S OF NE
35310,Folly of the Beast Chardonna,750mL,11.72,90047,CRUSH WINES
35311,Cara Sucia Sangiovese,750mL,9.58,90047,CRUSH WINES
35312,M & R Frose,296mL,2.57,480,BACARDI USA INC
35314,Bedrock Wine The Whole Sheba,750mL,10.06,10754,PERFECTA WINES
35322,Seaglass Pnt Grigio 187ml3pk,561mL,8.16,8892,TRINCHERO FAMILY ESTATES
35327,19 Crimes Cali Red,750mL,9.03,9819,TREASURY WINE ESTATES
35328,Opus One 2017,750mL,219.35,4425,MARTIGNETTI COMPANIES
35336,Seaglass Svgn Bl 187ml 3pk,561mL,8.16,8892,TRINCHERO FAMILY ESTATES
35338,Lyeth Est Cab Svgn Sonoma,750mL,11.1,4425,MARTIGNETTI COMPANIES
35343,Ninety+Cellars Lot 189 Prose,750mL,10.66,4425,MARTIGNETTI COMPANIES
35344,Merryvale Chardonnay,750mL,31.75,4425,MARTIGNETTI COMPANIES
35346,Easton Cabernet Sauvignon,750mL,26.31,90024,VINILANDIA USA
35347,Cupcake Light Hearted Chard,750mL,5.8,9815,WINE GROUP INC
35348,Cupcake Light Hearted PG,750mL,5.84,9815,WINE GROUP INC
35349,Cupcake Light Hearted PN,750mL,5.91,9815,WINE GROUP INC
35350,Cupcake Light Hearted Rose,750mL,5.99,9815,WINE GROUP INC
35353,Natural Origins Cab Svgn,3000mL,14.28,10754,PERFECTA WINES
35354,Barton & Guestier Muscadet,750mL,8.1,8735,SURVILLE ENTERPRISES CORP
35355,Natural Origins Malbec,3000mL,14.66,10754,PERFECTA WINES
35356,Regnard Domaine Camu Chard,750mL,8.1,2000,SOUTHERN GLAZERS W&S OF NE
35359,Barton & Guestier Bistro Svg,750mL,9.45,8735,SURVILLE ENTERPRISES CORP
35360,Terre Rouge Syrah Sentinel O,750mL,27.44,90024,VINILANDIA USA
35361,Ch Ste Michelle Bubbly Alumi,500mL,7.89,8673,STE MICHELLE WINE ESTATES
35362,Esperto Pinot Grigio,750mL,7.23,2000,SOUTHERN GLAZERS W&S OF NE
35369,M de Magnol Bordeaux Blanc,750mL,13.15,8735,SURVILLE ENTERPRISES CORP
35374,Cielo Prosecco Brut DOC,750mL,8.6,653,STATE WINE & SPIRITS
35375,Hess Allomi Cab Svgn,750mL,19.73,4425,MARTIGNETTI COMPANIES
35377,Rhone to the Bone CDR Rose,750mL,12.24,653,STATE WINE & SPIRITS
35379,Rhone to the Bone CDR,750mL,10.27,653,STATE WINE & SPIRITS
35392,Tohu Chard Marlborough NZ,750mL,8.38,9552,M S WALKER INC
35393,Tohu Svgn Bl Marlboro,750mL,8.6,9552,M S WALKER INC
35398,Maison No.9 Rose,750mL,12.98,3252,E & J GALLO WINERY
35403,California Roots Cabernet Sv,1500mL,5.55,8892,TRINCHERO FAMILY ESTATES
35405,Prophecy Buttery Chardonnay,750mL,6.7,3252,E & J GALLO WINERY
35411,Yellow Tail Chard Ausl,750mL,4.69,4425,MARTIGNETTI COMPANIES
35412,Yellow Tail Chard Ausl,1500mL,5.97,4425,MARTIGNETTI COMPANIES
35413,Yellow Tail Shiraz Ausl,750mL,4.72,4425,MARTIGNETTI COMPANIES
35414,Yellow Tail Shiraz Ausl,1500mL,6.13,4425,MARTIGNETTI COMPANIES
35416,Ch Souverain Cab Svgn BrbnBr,750mL,8.21,3252,E & J GALLO WINERY
35424,King Estate Sauvignon Blanc,750mL,12.16,4425,MARTIGNETTI COMPANIES
35425,La Chiara Gavi di Gavi,750mL,12.32,4425,MARTIGNETTI COMPANIES
35427,King Estate Rose of Pinot Nr,750mL,14.47,4425,MARTIGNETTI COMPANIES
35428,Layer Cake Jampacked Red Ble,750mL,10.59,4425,MARTIGNETTI COMPANIES
35430,Planeta Chardonnay di Sicil,750mL,20.68,6785,PALM BAY INTERNATIONAL INC
35436,Firestone Pinot Noir 99 REST,750mL,5.71,4425,MARTIGNETTI COMPANIES
35437,Barefoot Cellars Box Btry Ch,3000mL,10.96,3252,E & J GALLO WINERY
35440,Portal da Calcada Douro Rose,750mL,10.2,10754,PERFECTA WINES
35441,Ruffino Prosecco Sparkling,1500mL,18.7,1392,CONSTELLATION BRANDS INC
35442,Borsao Tres Picos Garnacha,750mL,8.21,9552,M S WALKER INC
35443,Nomade Malbec,750mL,11.03,6280,UNCORKED LLC
35448,Nomade Pinot Noir,750mL,11.25,6280,UNCORKED LLC
35449,Nomade Collecion Malbec,750mL,18.7,6280,UNCORKED LLC
35458,Meiomi Cab Svgn Multi Appell,750mL,12.33,7255,PSP WINES
35459,Les Hauts Plateaux Rose,750mL,8.55,90047,CRUSH WINES
35462,La Dama Amarone,1500mL,122.44,7255,PSP WINES
35465,Innocenti Rosso di Montalcin,750mL,17.76,7255,PSP WINES
35471,R M Woodbridge Pnt Grigio,750mL,3.35,1392,CONSTELLATION BRANDS INC
35472,R M Woodbridge Pnt Grigio,1500mL,5.88,1392,CONSTELLATION BRANDS INC
35473,Darcie Kent Vyds Firepit Red,750mL,13.15,10754,PERFECTA WINES
35486,JJ Prum Graacher Himmel Kab,750mL,23.99,10754,PERFECTA WINES
35490,Sierra Cantabria Rioja Tint,750mL,7.58,9552,M S WALKER INC
35491,Intercept Cabernet Sauvignon,750mL,12.9,7153,PINE STATE TRADING CO
35492,Intercept Red Blend,750mL,11.61,7153,PINE STATE TRADING CO
35493,Intercept Pinot Noir,750mL,16.66,7153,PINE STATE TRADING CO
35495,Intercept Chardonnay,750mL,13.24,7153,PINE STATE TRADING CO
35496,Line 39 Rose,750mL,9.58,7153,PINE STATE TRADING CO
35506,Nona Conreria d'Scala Dei,750mL,16.88,6280,UNCORKED LLC
35508,Blancher Cava Brut Reserve,750mL,10.59,6280,UNCORKED LLC
35510,Farina Lugana DOC,750mL,11.48,90010,VINEXTRA INC
35511,Six Stones Pinot Noir,750mL,10.06,6280,UNCORKED LLC
35513,Tabali Pedregoso Pinot Noir,750mL,9.67,653,STATE WINE & SPIRITS
35517,O Chanzy Puligny Mntcht Fl14,750mL,42.17,9165,ULTRA BEVERAGE COMPANY LLP
35520,Dom Clavel Bonne Pioche Pi11,750mL,7.05,9165,ULTRA BEVERAGE COMPANY LLP
35527,Terra Madre Posip Premium 18,750mL,13.01,1486,Croatian Premium Wine Impor
35529,Tera Madre Plavac Mali 2016,750mL,12.92,1486,Croatian Premium Wine Impor
35531,Blu Giovello Moscato,750mL,9.93,653,STATE WINE & SPIRITS
35533,Cantina Di Montalcino Brunel,750mL,23.8,653,STATE WINE & SPIRITS
35540,Ninety + Cellars LiG Chard,750mL,10.27,4950,LATITUDE BEVERAGE COMPANY
35541,Ninety + Cellars LiG Pnt Nr,750mL,10.34,4950,LATITUDE BEVERAGE COMPANY
35544,90+Cellars Lot 172 Lambrusco,750mL,7.99,4950,LATITUDE BEVERAGE COMPANY
35549,Belle Glos Pinot Noir Taylor,1500mL,189.18,4425,MARTIGNETTI COMPANIES
35550,Val di Suga Vigna Spuntali B,750mL,68.02,4425,MARTIGNETTI COMPANIES
35551,Dom de Beaurenard Chnf Du Pa,750mL,44.82,4425,MARTIGNETTI COMPANIES
35553,Elvio Cogno Pre Phylloxera B,750mL,43.41,4425,MARTIGNETTI COMPANIES
35554,Ch Des Laurets Bordeaux,750mL,21.91,4425,MARTIGNETTI COMPANIES
35555,Ch Clarke Listrac Medoc '15,750mL,37.16,4425,MARTIGNETTI COMPANIES
35557,Head High Chardonnay,750mL,9.67,10754,PERFECTA WINES
35558,Head High Pinot Noir,750mL,16.33,10754,PERFECTA WINES
35559,Three Sticks Chard Durell Vd,750mL,43.91,10754,PERFECTA WINES
35560,Three Sticks Chardonnay,750mL,29.21,10754,PERFECTA WINES
35562,Three Sticks Pnt Nr Price Es,750mL,32.25,10754,PERFECTA WINES
35567,Andarin Viura,750mL,8.21,3951,HIGHLAND WINE MERCHANTS LLC
35568,Domaine de L'Ostal Grand Vin,750mL,16.23,10754,PERFECTA WINES
35571,Dmne Guy Farge St Joseph Rou,750mL,19.17,6280,UNCORKED LLC
35572,Christophe Patrice 1er Cru C,750mL,23.48,6280,UNCORKED LLC
35577,Chavet Menetou Salon Blanc,750mL,12.83,6785,PALM BAY INTERNATIONAL INC
35578,Alamos Ridge Cab Svgn Mendza,750mL,4.57,3252,E & J GALLO WINERY
35579,Chavet Menetou Salon Rouge,750mL,13.69,90010,VINEXTRA INC
35580,Ch des Roques Vacqueyras Rou,750mL,15.03,90010,VINEXTRA INC
35581,Frog's Leap Merlot Napa,750mL,26.84,4425,MARTIGNETTI COMPANIES
35589,Cape Mentelle Sem/Svgn Bl,750mL,6.89,8112,MOET HENNESSY USA INC
35598,Cantine Povero Belvive Spuma,750mL,4.53,2000,SOUTHERN GLAZERS W&S OF NE
35599,Broadbent Douro Red,750mL,9.2,90024,VINILANDIA USA
35602,Poggio Anima Pecorino,750mL,10.38,90024,VINILANDIA USA
35605,Castle Rock Cab Svgn Paso,750mL,9.03,4425,MARTIGNETTI COMPANIES
35606,Castle Rock Chardonnay Centr,750mL,8.84,4425,MARTIGNETTI COMPANIES
35607,Castle Rock Merlot Californi,750mL,9.26,4425,MARTIGNETTI COMPANIES
35610,Big Flower Cabernet Sauvigno,750mL,16.21,6280,UNCORKED LLC
35616,Paul Cluver Riesling,750mL,11.25,6280,UNCORKED LLC
35622,Bodega Norton Malbec DOC,750mL,6.16,4692,KOBRAND CORPORATION
35630,Simi Pinot Noir RRV,750mL,29.6,1392,CONSTELLATION BRANDS INC
35634,Si Si Pinot Grigio,750mL,6.03,10754,PERFECTA WINES
35637,Nomadica Red Blend,1000mL,14.76,4425,MARTIGNETTI COMPANIES
35640,Lightly Chardonnay,750mL,5.62,4425,MARTIGNETTI COMPANIES
35644,The Stump Jump GSM Red,750mL,8.49,4425,MARTIGNETTI COMPANIES
35646,D'Arenberg Footbolt Shiraz,750mL,11.61,4425,MARTIGNETTI COMPANIES
35650,Penley Est Phoenix Cab Svgn,750mL,12.92,4425,MARTIGNETTI COMPANIES
35653,Nomadica Sparkling Rose,1000mL,14.86,4425,MARTIGNETTI COMPANIES
35655,Hess Collection Allomi PntNr,750mL,23.02,4425,MARTIGNETTI COMPANIES
35666,Redwood Creek Chard Cal,1500mL,6.12,3252,E & J GALLO WINERY
35686,Daou Svgn Bl Paso Robles,750mL,11.25,4425,MARTIGNETTI COMPANIES
35704,Full Circle Chardonnay,750mL,7.94,7153,PINE STATE TRADING CO
35706,Great American Wine Co. Cab,750mL,9.26,90024,VINILANDIA USA
35707,Great American Wine Co. Char,750mL,9.2,90024,VINILANDIA USA
35708,Great American Wine Co. Zin,750mL,9.2,90024,VINILANDIA USA
35711,Great American Wine Co. PN,750mL,9.65,90024,VINILANDIA USA
35721,Vigna Roda Serprino,750mL,12.16,7255,PSP WINES
35727,Kendall Jackson Appll Ch Srs,750mL,8.78,10000,MAJESTIC FINE WINES
35731,Tenuta Santa Lucia Ciliegiol,750mL,9.05,7856,Savorian Inc.
35732,Santa Francesca Pnt Grigio A,750mL,7.99,7856,Savorian Inc.
35736,Overstone Sauvignon Blanc,750mL,9.45,7153,PINE STATE TRADING CO
35737,Via Romana Frascati,750mL,6.75,7153,PINE STATE TRADING CO
35739,Tenuta Di Trinoro Rosso Tosc,750mL,162.33,7255,PSP WINES
35747,Zenato Lugana Doc San Bened,750mL,9.33,2000,SOUTHERN WINE & SPIRITS NE
35750,Domaine Du Pere Cabouche CDP,750mL,27.33,7153,PINE STATE TRADING CO
35753,Castello Banfi Summus,3000mL,184.2,516,BANFI PRODUCTS CORP
35756,Ken Wright Freedom Hill Pnt,750mL,37.66,10754,PERFECTA WINES
35757,Ken Wright McCrone Ore Pnt N,750mL,37.66,10754,PERFECTA WINES
35758,Ken Wright Tanager Vyd Pnt N,750mL,35.48,10754,PERFECTA WINES
35792,Amapola Creek Cab Svgn 2012,3000mL,340.13,9165,ULTRA BEVERAGE COMPANY LLP
35799,B & G Reserve Chardonnay,750mL,7.33,8735,SURVILLE ENTERPRISES CORP
35801,Penfolds Rawsons Shiraz/Cab,750mL,6.12,4425,MARTIGNETTI COMPANIES
35827,Yalumba Y Series Cab Sv,750mL,9.99,9552,M S WALKER INC
35832,Val d'OCA Sparkling Rose,750mL,5.47,9165,ULTRA BEVERAGE COMPANY LLP
35835,Mas Jullien Languedoc Terr d,750mL,25.97,90010,VINEXTRA INC
35840,SA Winemakers Select,750mL,8.16,516,BANFI PRODUCTS CORP
35841,Campo Viejo The Red Blend,750mL,8.55,9552,M S WALKER INC
35842,Dom Du Grand Montmirali Gigo,750mL,16.77,9165,ULTRA BEVERAGE COMPANY LLP
35843,Bouchard Aine et Fils Savi18,750mL,33.33,10754,PERFECTA WINES
35845,J Moreau & Fils Chbls Vail18,750mL,34.41,10754,PERFECTA WINES
35846,J Moreau & Fils Chbls Vauc18,750mL,36.54,10754,PERFECTA WINES
35847,JC Boisset Aligote Les Mou18,750mL,15.53,10754,PERFECTA WINES
35848,JC Boisset Gevery Chamber 18,750mL,63.63,10754,PERFECTA WINES
35849,Oenops Limniona,750mL,21.19,10754,PERFECTA WINES
35851,JC Boisset Marsannay Blanc18,750mL,31.75,10754,PERFECTA WINES
35852,JC Boisset Savigny Les Bea18,750mL,34.83,10754,PERFECTA WINES
35853,Mommessin Cote de Brouilly18,750mL,13.07,10754,PERFECTA WINES
35854,Mommessin Cote du Py Les 18,750mL,14.76,10754,PERFECTA WINES
35856,Oenops Vidiano,750mL,18.79,10754,PERFECTA WINES
35857,Mommessin Moulin A Vent Le18,750mL,16.43,10754,PERFECTA WINES
35858,Mommessin St Amour Les Gra18,750mL,12.74,10754,PERFECTA WINES
35859,Bouchard Aine et Fils Fixi18,750mL,29.65,10754,PERFECTA WINES
35861,Luke Cabernet Sauvignon,750mL,12.98,9165,ULTRA BEVERAGE COMPANY LLP
35862,Allegrini Palazzo Della Tor,750mL,13.6,3252,E & J GALLO WINERY
35863,Ch du Pierreux Brouilly Rsv,750mL,14.66,10754,PERFECTA WINES
35866,Flybird Wtrmln/Cuke Marg Ckt,750mL,6.84,9552,M S WALKER INC
35867,Altesino Rosso di Montal,750mL,18.29,2000,SOUTHERN WINE & SPIRITS NE
35877,Palazzo Vecchio Cab Svgn Tos,750mL,6.8,9165,ULTRA BEVERAGE COMPANY LLP
35879,Continuum Proprietary Red,750mL,171.05,90010,VINEXTRA INC
35880,Le Chemin du Roi Brut,750mL,90.9,8320,SHAW ROSS INT L IMP LTD
35881,Avaline Red,750mL,12.83,9165,ULTRA BEVERAGE COMPANY LLP
35885,Due Torri Pinot Grigio Dell,750mL,6.03,9165,ULTRA BEVERAGE COMPANY LLP
35886,Avaline White,750mL,13.1,9165,ULTRA BEVERAGE COMPANY LLP
35890,Avaline Sparkling,750mL,14.83,9165,ULTRA BEVERAGE COMPANY LLP
35892,Experience Cabernet Svgn,750mL,15.23,7153,PINE STATE TRADING CO
35895,Clos de Napa Chardonnay,750mL,13.33,653,STATE WINE & SPIRITS
35903,Fresh Vine Cabernet Svgn,750mL,15.53,9165,ULTRA BEVERAGE COMPANY LLP
35906,Le Chemin du Roi Rose Brut,750mL,213.33,8320,SHAW ROSS INT L IMP LTD
35907,Hess Collection Allomi CabSv,375mL,11.4,4425,MARTIGNETTI COMPANIES
35910,Mulderbosch Svgn Bl Stelnbch,750mL,12.32,9552,M S WALKER INC
35913,Stone Cellars Cab Svgn,1500mL,5.47,9819,TREASURY WINE ESTATES
35914,Stone Cellars Chard,1500mL,5.51,9819,TREASURY WINE ESTATES
35915,Fresh Vine Pinot Noir,750mL,13.07,9165,ULTRA BEVERAGE COMPANY LLP
35916,Stone Cellars Merlot,1500mL,5.29,9819,TREASURY WINE ESTATES
35918,Stone Cellars Pnt Grigio,1500mL,6.49,9819,TREASURY WINE ESTATES
35920,Cristom Chard Eola Amity Hil,750mL,19.6,4425,MARTIGNETTI COMPANIES
35923,Matetic EQ Sauvignon Blanc,750mL,11.64,4425,MARTIGNETTI COMPANIES
35924,Triumph Red Blend Sonoma Cn,750mL,23.97,4425,MARTIGNETTI COMPANIES
35926,Anonymous Red Blend Napa Vly,750mL,25.8,4425,MARTIGNETTI COMPANIES
35927,Josh Cellars Prosecco Rose,750mL,10.88,4425,MARTIGNETTI COMPANIES
35930,Berlucchi '61 Brut,750mL,17.99,2000,SOUTHERN GLAZERS W&S OF NE
35935,Le Chemin du Roi Blanc de Bl,750mL,655.17,8320,SHAW ROSS INT L IMP LTD
35936,Trump Monticello Cab Svgn,750mL,16.32,6280,UNCORKED LLC
35939,Highlands 41 Paso Robles Cab,750mL,12.32,9165,ULTRA BEVERAGE COMPANY LLP
35941,Rancho Zabaco Dncg Bul Znfdl,750mL,5.51,3252,E & J GALLO WINERY
35943,The Champion NZ Svgn Blanc,750mL,8.6,9165,ULTRA BEVERAGE COMPANY LLP
35950,MDZ Malbec,750mL,7.84,90047,CRUSH WINES
35952,House Wine Brut Bubbles,750mL,7.33,10754,PERFECTA WINES
35953,House Wine Rose Bubbles,750mL,7.23,10754,PERFECTA WINES
35954,House Wine Cranberry Cosmo,375mL,3.22,10754,PERFECTA WINES
35958,House Wine Ginger Mule Cktl,375mL,3.22,10754,PERFECTA WINES
35959,Stags' Leap Winery Cab Svgn,750mL,39.99,9819,TREASURY WINE ESTATES
35960,Stags' Leap Winery Chard Nap,750mL,23.64,9819,TREASURY WINE ESTATES
35961,Stags' Leap Winery Merlot Na,750mL,24.13,9819,TREASURY WINE ESTATES
35962,Stags' Leap Wine Petite Syra,750mL,30.91,9819,TREASURY WINE ESTATES
35964,Banfi Centine Toscana Mntcln,5000mL,51.36,516,BANFI PRODUCTS CORP
35965,House Wine Old Fashion Lemon,375mL,3.97,10754,PERFECTA WINES
35966,House Wine Raspberry Lemonad,375mL,3.71,10754,PERFECTA WINES
35969,Louis Martini Cab Svgn Sonom,375mL,8.6,3252,E & J GALLO WINERY
35972,Selina Mavrodafne of Patras,750mL,7.94,10754,PERFECTA WINES
35974,Ch des Moulin-a-Vent,750mL,19.35,4692,KOBRAND CORPORATION
35975,Jadot Beaune-Les Greves Bl18,750mL,40.25,4692,KOBRAND CORPORATION
35976,Zeller Schwarze Rsl Valcknbg,750mL,6.49,10754,PERFECTA WINES
35978,Jadot Beaune Theurons 2018,750mL,33.11,4692,KOBRAND CORPORATION
35979,Jadot ChassagneMontrachet 18,1500mL,110.32,4692,KOBRAND CORPORATION
35980,Jadot ChassagneMontrachet 18,750mL,54.6,4692,KOBRAND CORPORATION
35981,Jadot ChassagneMntrcht Rge18,750mL,32.89,4692,KOBRAND CORPORATION
35982,Jadot Chorey-Les-Beaune 2018,750mL,23.22,4692,KOBRAND CORPORATION
35983,Jadot Clos Vougeot 2018,750mL,120.26,4692,KOBRAND CORPORATION
35984,Barefoot Cellars Blbry Fruit,1500mL,7.14,3252,E & J GALLO WINERY
35985,Jadot Corton Charlemagne 18,750mL,138.09,4692,KOBRAND CORPORATION
35986,Jadot Cote de Nuits 2018,1500mL,50.97,4692,KOBRAND CORPORATION
35987,Jadot Fixin 2018,750mL,24.32,4692,KOBRAND CORPORATION
35988,Jadot Gevrey Chambertin 2018,750mL,121.91,4692,KOBRAND CORPORATION
35989,Ch Haut Brion 10,750mL,844.15,10754,PERFECTA WINES
35990,La Clarte de Haut Brion 10,750mL,73.5,10754,PERFECTA WINES
35993,Jadot Mercurey 2018,750mL,19.72,4692,KOBRAND CORPORATION
35994,Jadot Saint Aubin 2018,750mL,37.23,4692,KOBRAND CORPORATION
35997,Jadot Santenay Clos de Mal18,750mL,23.52,4692,KOBRAND CORPORATION
35999,Fanal Madeira Full Rich,750mL,8.44,10754,PERFECTA WINES
36007,Black Girl Magic Rose,750mL,13.63,2000,SOUTHERN GLAZERS W&S OF NE
36009,Jadot Savigny Les Beaune 18,750mL,27.39,9552,M S WALKER INC
36010,Serial Cab Svgn Paso Robles,750mL,13.42,9165,ULTRA BEVERAGE COMPANY LLP
36024,Taittinger Prelude,750mL,44.66,4692,KOBRAND CORPORATION
36025,Taittinger Nocturne City,750mL,38.25,4692,KOBRAND CORPORATION
36029,Bodega Norton 101 Bubbles,750mL,9.65,4692,KOBRAND CORPORATION
36030,Foley Chardonnay,750mL,34.24,4692,KOBRAND CORPORATION
36032,Michel Redde Pouilly Fume 17,750mL,17.12,4692,KOBRAND CORPORATION
36040,Montes Limited Cab/Carmen 17,750mL,5.8,4692,KOBRAND CORPORATION
36049,Alta Vista Brut,750mL,9.93,4692,KOBRAND CORPORATION
36054,Heitz Cab Svgn Trailside Vyd,750mL,84.45,4425,MARTIGNETTI COMPANIES
36058,The Calling Our Tribute Cab,750mL,36.18,4425,MARTIGNETTI COMPANIES
36059,Ch Clinet 10 Brdx,750mL,149.99,10754,PERFECTA WINES
36062,Maison Straight Shooter Ch,750mL,12.33,4425,MARTIGNETTI COMPANIES
36063,Ch La Mission Haut-Brion 10,750mL,753.42,10754,PERFECTA WINES
36066,La Catrina Marg Wine Cktl,750mL,9.2,10754,PERFECTA WINES
36070,Ch Cos D'Estournel 10,750mL,240.26,10754,PERFECTA WINES
36071,Ch La Mondot 10,750mL,289.18,10754,PERFECTA WINES
36075,Ch L'Eglise Clinet 10,750mL,475.5,10754,PERFECTA WINES
36080,La Chapelle Haut Brion 10,750mL,135.86,10754,PERFECTA WINES
36081,La Clarence Haut Brion 10,750mL,134.58,10754,PERFECTA WINES
36087,Ramey Russian River Chard,750mL,25.16,4425,MARTIGNETTI COMPANIES
36091,Enrico Serafino Barbaresco S,750mL,26.14,9165,ULTRA BEVERAGE COMPANY LLP
36094,Juggernaut Pinot Noir RRV,750mL,15.86,4425,MARTIGNETTI COMPANIES
36100,Carpineto Vino Nobile RSV d,750mL,20.54,9165,ULTRA BEVERAGE COMPANY LLP
36101,Carpineto Brunello Montalci,750mL,37.58,9165,ULTRA BEVERAGE COMPANY LLP
36107,Cellier Des Princes Cotes Du,750mL,6.7,9165,ULTRA BEVERAGE COMPANY LLP
36108,Nic Rager Chardonnay,750mL,8.93,7856,Savorian Inc.
36109,Nic Rager Pinot Noir,750mL,9.18,7856,Savorian Inc.
36110,ME by Matahiwi Est Svgn Bl,750mL,7.61,7856,Savorian Inc.
36113,Pedra Cancela Red,750mL,7.84,6280,UNCORKED LLC
36123,Qupe Central Coast Syrah Cal,750mL,11.76,9552,M S WALKER INC
36130,Hendry Wines HRW Cab Svgn,750mL,20.4,10754,PERFECTA WINES
36133,Pocas Junior LBV 2012 Porto,750mL,17.21,10754,PERFECTA WINES
